especievalida,nombrecomun,categoriaresidenciaaves,longitud,latitud
Trogon massena,"coa cola oscura, trogón cola oscura",Residente (R),-90.9471962,16.1234976
Trogon massena massena,trogón cola oscura,Residente (R),-91.0712222,16.0765
Trogon melanocephalus,"coa cabeza negra, trogón cabeza negra",Residente (R),-89.9012736,18.5338613
Trogon mexicanus,"coa mexicana, trogón mexicano",Residente (R),-100.1943898,17.4221123
Tunchiornis ochraceiceps,"verdillo ocre, vireocillo corona canela",Residente (R),-95.1468534,18.5228338
Turdus assimilis,mirlo garganta blanca,Residente (R),-100.1943898,17.4221123
Turdus grayi,"mirlo café, mirlo pardo",Residente (R),-100.4288301,25.7598507
Turdus infuscatus,mirlo negro,Residente (R),-92.085257,15.086542
Turdus migratorius,mirlo primavera,Residente (R); Migratoria de invierno (MI),-99.0277157,19.2645383
Turdus plebejus,"mirlo plebeyo, mirlo serrano",Residente (R),-92.085257,15.086542
Turdus rufitorques,"mirlo cuello canela, mirlo cuello rufo",Residente (R),-92.6398931,16.7344175
Turdus rufopalliatus,"mirlo dorso canela, mirlo dorso rufo",Residente (R),-100.1943898,17.4221123
Turdus rufopalliatus rufopalliatus,mirlo dorso rufo,Residente (R),-99.5,17.55
Tyrannus couchii,"tirano cuír, tirano silbador",Residente (R),-89.2722995,18.4908288
Tyrannus crassirostris,tirano pico grueso,Residente (R); Migratoria de invierno (MI); Migratoria de verano (MV),-100.1943898,17.4221123
Tyrannus dominicensis,tirano gris,Transitoria (T),-86.9324413,20.454812
Tyrannus forficatus,tirano tijereta rosado,Migratoria de invierno (MI); Migratoria de verano (MV); Transitoria (T),-91.9952202,17.7202149
Tyrannus melancholicus,"tirano melancólico, tirano pirirí, tirano tropical",Residente (R),-95.01698,18.35812
Tyrannus savana,tirano tijereta gris,Residente (R),-89.0320753,18.4323762
Tyrannus tyrannus,tirano dorso negro,Transitoria (T),-100.8585691,22.2282692
Tyrannus verticalis,tirano pálido,Migratoria de invierno (MI); Migratoria de verano (MV); Transitoria (T),-103.2419,20.29925
Tyrannus vociferans,"tirano chibiú, tirano gritón",Residente (R); Migratoria de invierno (MI),-105.1362827,24.8034639
Tyto alba,lechuza de campanario,Residente (R),-109.2345923,26.405194
Uria aalge,arao común,Migratoria de invierno (MI); Oceánica (O),-117.2763062,32.4541559
Urile pelagicus,cormorán pelágico,Migratoria de invierno (MI),-116.7229718,31.7237458
Urile penicillatus,cormorán de Brandt,Residente (R),-111.2557983,27.9689337
Uropsila leucogastra,"chivirín vientre blanco, saltapared vientre blanco",Residente (R),-89.7572708,20.3800325
Vanellus chilensis,avefría tero,Accidental (A),-92.99566,15.32492
Vermivora chrysoptera,"chipe ala dorada, chipe alas amarillas",Migratoria de invierno (MI),-95.1275253,18.4221275
Vermivora cyanoptera,"chipe ala azul, chipe alas azules",Migratoria de invierno (MI),-89.9012736,18.5338613
Vireo altiloquus,vireo bigotudo,Transitoria (T),-86.8167159,21.2172499
Vireo atricapilla,vireo gorra negra,Migratoria de invierno (MI); Migratoria de verano (MV),-97.076752,16.089371
Vireo bairdi,"vireo de Cozumel, vireo de Isla Cozumel",Residente (R),-86.9212908,20.5054757
Vireo bellii,vireo de Bell,Migratoria de invierno (MI); Migratoria de verano (MV),-109.5463004,28.4557269
Vireo brevipennis,vireo pizarra,Residente (R),-96.4476013,17.3064344
Vireo cassinii,vireo de Cassin,Residente (R); Migratoria de invierno (MI); Migratoria de verano (MV),-103.518863,19.533456
Vireo flavifrons,vireo garganta amarilla,Migratoria de invierno (MI),-89.0320753,18.4323762
Vireo flavoviridis,vireo verdeamarillo,Migratoria de verano (MV),-89.2722995,18.4908288
Vireo flavoviridis flavoviridis,vireo verdeamarillo,Migratoria de verano (MV),-105.7766667,22.8316667
Vireo gilvus,vireo gorjeador,Residente (R); Migratoria de invierno (MI),-109.544274,28.4573233
Vireo gilvus gilvus,vireo gorjeador,Residente (R); Migratoria de invierno (MI),-95.7333333,17.1833333
Vireo griseus,vireo ojos blancos,Residente (R); Migratoria de invierno (MI),-89.9012736,18.5338613
Vireo griseus griseus,vireo ojo blanco,Residente (R); Migratoria de invierno (MI),-86.9416667,20.5066667
Vireo huttoni,vireo reyezuelo,Residente (R),-100.1943898,17.4221123
Vireo hypochryseus,"vireo amarillo, vireo dorado",Residente (R),-100.1943898,17.4221123
Vireo leucophrys,"vireo gorra café, vireo gorra parda",Residente (R),-97.0159721,19.5298923
Vireo magister,vireo yucateco,Residente (R),-87.0452893,20.6629033
Vireo magister magister,vireo yucateco,Residente (R),-86.935,20.4333333
Vireo nelsoni,vireo enano,Residente (R),-100.1943898,17.4221123
Vireo olivaceus,vireo ojos rojos,Transitoria (T),-86.9636536,20.7586019
Vireo pallens,vireo manglero,Residente (R),-89.0320753,18.4323762
Vireo philadelphicus,vireo de Filadelfia,Migratoria de invierno (MI),-92.6398931,16.7344175
Vireo plumbeus,vireo plomizo,Residente (R); Migratoria de invierno (MI); Migratoria de verano (MV),-109.5542433,26.7126267
Vireo solitarius,vireo anteojillo,Migratoria de invierno (MI),-108.0783333,25.46
Vireo vicinior,vireo gris,Migratoria de invierno (MI); Migratoria de verano (MV),-109.2345923,26.405194
Vireolanius melitophrys,"vireón arlequín, vireón pecho castaño",Residente (R),-100.1943898,17.4221123
Vireolanius pulchellus,vireón esmeralda,Residente (R),-94.3,17.15
Vireolanius pulchellus pulchellus,vireón esmeralda,Residente (R),-91.3078333,16.2011667
Volatinia jacarina,semillero brincador,Residente (R),-95.01698,18.35812
Xanthocephalus xanthocephalus,tordo cabeza amarilla,Migratoria de invierno (MI),-99.4973373,19.1531034
Xema sabini,gaviota cola hendida,Transitoria (T),-112.42137,28.2704
Xenops minutus,"picolezna común, picolezna liso",Residente (R),-95.1468534,18.5228338
Xenospiza baileyi,gorrión serrano,Residente (R),-105.2871537,23.8956636
Xenotriccus callizonus,"mosquerito fajado, mosquero fajado",Residente (R),-92.670549,16.6791291
Xenotriccus mexicanus,mosquero del Balsas,Residente (R),-99.5933286,18.8629832
Xenus cinereus,playero picopando,Accidental (A),-110.3767586,24.1068202
Xiphocolaptes promeropirhynchus,trepatroncos gigante,Residente (R),-99.5,17.55
Xiphorhynchus erythropygius,"trepatroncos manchado, trepatroncos moteado",Residente (R),-99.66667,17.55
Xiphorhynchus flavigaster,trepatroncos bigotudo,Residente (R),-100.1943898,17.4221123
Zenaida asiatica,paloma alas blancas,Residente (R); Migratoria de invierno (MI),-89.0320753,18.4323762
Zenaida asiatica asiatica,paloma ala blanca,Residente (R); Migratoria de invierno (MI),-99.705,24.8566667
Zenaida aurita,"huilota caribeña, paloma aurita",Residente (R),-87.7313232,20.4823411
Zenaida graysoni,"huilota de Isla Socorro, paloma de Socorro",Residente (R),-110.95642,18.77768
Zenaida macroura,"huilota común, paloma huilota",Residente (R); Migratoria de invierno (MI),-103.5738524,25.8777308
Zentrygon albifacies,"paloma cara blanca, paloma-perdiz cara blanca",Residente (R),-100.1943898,17.4221123
Zentrygon carrikeri,"paloma tuxtleña, paloma-perdiz tuxtleña",Residente (R),-95.1468534,18.5228338
Zimmerius vilissimus,"mosquerito cejas blancas, mosquero ceja gris",Residente (R),-92.085257,15.086542
Zimmerius vilissimus vilissimus,mosquero ceja gris,Residente (R),-92,15.9533333
Zonotrichia albicollis,gorrión garganta blanca,Migratoria de invierno (MI),-107.992,30.6713
Zonotrichia atricapilla,"gorrión corona amarilla, gorrión corona dorada",Migratoria de invierno (MI),-115.9085083,32.0453328
Zonotrichia capensis,gorrión chingolo,Residente (R),-92.6336291,16.7042298
Zonotrichia leucophrys,gorrión corona blanca,Migratoria de invierno (MI),-114.4300045,28.8824166
Zonotrichia leucophrys leucophrys,gorrión corona blanca,Migratoria de invierno (MI),-112.8783333,28.3033333
Zonotrichia querula,gorrión de Harris,Accidental (A),-107.5942612,31.2260137
